1513025836710,12000
1513025836760,12000
1513025836810,12000
1513025836810,8000
1513025836814,4320
1513025836865,4000
1513025837285,320
1513025837852,0
1513025837852,12000
1513025838034,0
1513025838067,96360
1513025838078,0
1513025838100,578160
1513025838231,0
1513025838291,175200
1513025838291,175200
1513025838292,178120
1513025838292,178120
1513025838292,178120
1513025838328,283240
1513025838333,297840
1513025838364,388360
1513025838368,400040
1513025838372,411720
1513025838376,248200
1513025838412,353320
1513025838416,365000
1513025838420,376680
1513025838462,499320
1513025838509,636560
1513025838513,525600
1513025838649,913960
1513025838679,1010320
1513025838696,1059960
1513025838708,1083320
1513025838739,1173840
1513025838744,1074560
1513025838749,1089160
1513025838753,1100840
1513025838758,1115440
1513025838762,1127120
1513025838765,1135880
1513025838770,1150480
1513025838774,1162160
1513025838778,1048280
1513025838782,1059960
1513025838786,1071640
1513025838791,1086240
1513025838794,1095000
1513025838799,1109600
1513025838803,1118360
1513025838807,1130040
1513025838811,1141720
1513025838815,1033680
1513025838819,1045360
1513025838822,0
1513025839221,1165080
1513025839221,1165080
1513025839222,1168000
1513025839222,1168000
1513025839222,1168000
1513025839222,1168000
1513025839223,1170920
1513025839223,1170920
1513025839223,1170920
1513025839223,1170920
1513025839224,1173840
1513025839228,11680
1513025839228,11680
1513025839229,14600
1513025839229,14600
1513025839229,14600
1513025839230,17520
1513025839230,17520
1513025839230,17520
1513025839230,17520
1513025839231,20440
1513025839231,20440
1513025839231,20440
1513025839232,23360
1513025839232,23360
1513025839232,23360
1513025839232,23360
1513025839233,26280
1513025839233,26280
1513025839233,26280
1513025839234,26280
1513025839234,26280
1513025839234,26280
1513025839234,26280
1513025839235,29200
1513025839235,29200
1513025839235,29200
1513025839236,32120
1513025839236,32120
1513025839236,32120
1513025839237,32120
1513025839237,35040
1513025839237,35040
1513025839237,35040
1513025839238,37960
1513025839238,37960
1513025839238,37960
1513025839238,37960
1513025839239,40880
1513025839239,40880
1513025839239,40880
1513025839239,40880
1513025839240,43800
1513025839240,43800
1513025839240,43800
1513025839241,46720
1513025839241,46720
1513025839241,46720
1513025839241,46720
1513025839241,46720
1513025839242,49640
1513025839242,49640
1513025839242,46720
1513025839242,46720
1513025839243,49640
1513025839243,49640
1513025839243,49640
1513025839244,52560
1513025839244,52560
1513025839244,52560
1513025839244,52560
1513025839245,52560
1513025839245,55480
1513025839245,55480
1513025839245,55480
1513025839245,55480
1513025839949,2111160
1513025839949,2111160
1513025839949,2111160
1513025839950,2111160
1513025839950,2114080
1513025839950,2114080
1513025839950,2114080
1513025839950,2114080
1513025839951,2117000
1513025839951,2117000
1513025839951,2117000
1513025839951,2117000
1513025839952,2119920
1513025839952,2119920
1513025839952,2119920
1513025839952,2119920
1513025839953,2122840
1513025839953,2122840
1513025839953,2122840
1513025839953,2122840
1513025839953,2122840
1513025839954,2125760
1513025839954,2122840
1513025839954,2122840
1513025839954,2122840
1513025839962,20440
1513025839963,23360
1513025839963,23360
1513025839963,23360
1513025839964,26280
1513025839964,26280
1513025839964,26280
1513025839964,26280
1513025839965,29200
1513025839965,29200
1513025839965,29200
1513025839965,29200
1513025839966,32120
1513025839966,32120
1513025839966,32120
1513025839966,32120
1513025839966,32120
1513025839967,32120
1513025839967,35040
1513025839967,35040
1513025839967,35040
1513025839967,35040
1513025839967,35040
1513025839967,35040
1513025839968,37960
1513025839968,37960
1513025839968,37960
1513025839968,37960
1513025839968,37960
1513025839968,37960
1513025839968,37960
1513025839969,40880
1513025839969,40880
1513025839969,40880
1513025839969,40880
1513025839969,40880
1513025839969,40880
1513025839969,40880
1513025839970,43800
1513025839970,43800
1513025839970,43800
1513025839970,43800
1513025839970,43800
1513025839970,43800
1513025839970,40880
1513025839971,43800
1513025839971,43800
1513025839971,43800
1513025839971,43800
1513025839971,43800
1513025839971,43800
1513025839971,43800
1513025839971,43800
1513025839972,46720
1513025839972,46720
1513025839972,46720
1513025839972,46720
1513025839972,46720
1513025839972,46720
1513025839972,46720
1513025839973,49640
1513025839973,49640
1513025839973,49640
1513025839973,49640
1513025839973,49640
1513025839973,49640
1513025839973,49640
1513025839973,49640
1513025839974,52560
1513025839974,52560
1513025839974,52560
1513025839974,52560
1513025839974,52560
1513025839974,52560
1513025839974,52560
1513025839975,52560
1513025839975,55480
1513025839975,55480
1513025839975,55480
1513025839975,55480
1513025839975,55480
1513025839975,55480
1513025839975,55480
1513025839976,58400
1513025839976,58400
1513025839976,55480
1513025839976,55480
1513025839976,55480
1513025839976,55480
1513025839976,55480
1513025839976,55480
1513025839976,55480
1513025839976,55480
1513025839977,58400
1513025839977,58400
1513025839977,58400
1513025839977,58400
1513025839977,58400
1513025839977,58400
1513025839977,58400
1513025839978,61320
1513025839978,61320
1513025839978,61320
1513025839978,61320
1513025839978,61320
1513025839978,61320
1513025839978,61320
1513025839979,64240
1513025839979,64240
1513025839979,64240
1513025839979,64240
1513025839979,64240
1513025839979,64240
1513025839979,64240
1513025839979,64240
1513025839980,64240
1513025839980,64240
1513025839980,64240
1513025839980,64240
1513025839980,64240
1513025839980,64240
1513025839980,61320
1513025839981,61320
1513025839981,64240
1513025839981,64240
1513025839981,64240
1513025839981,64240
1513025839981,64240
1513025839981,64240
